Tweet Id,Text,Name,Screen Name,UTC,Date,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
"1,41241409538357E+018","RT @annapacheco__ : “No te mato porque seas mujer, te mato porque te has portado mal”. “No te mato porque seas negro, te mato porque me pareciste peligroso”. “No te mato porque seas gay, te mato porque creía que me grababas con el móvil” 

un espanto todo",paola ?,paotsunami,2021-07-06T14:12:16.000Z,Tue Jul 06 14:12:16 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
"1,41241407136698E+018",RT @annapacheco__ : dicen que los AGENTES no ven muy claro lo del odio porque el móvil sería más bien un malentendido con el teléfono como si ambas cosas fueran excluyentes y no supiéramos que todo el rato se intenta justificar *racionalmente* el odio sistémico,paola ?,paotsunami,2021-07-06T14:12:10.000Z,Tue Jul 06 14:12:10 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
"1,41239134431682E+018","RT @noimantada : En el pueblo se metían conmigo por bollera antes de que yo misma supiera que era bollera. No tiene que ver con a quién y cuándo le coges la mano, tiene que ver con tu existencia",paola ?,paotsunami,2021-07-06T12:41:52.000Z,Tue Jul 06 12:41:52 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
"1,4121914391283E+018","RT @badbixsamantha : Recordando cuando el subinspector de la Policia Nacional y portavoz de Alternativa Sindical de Policía me llamó “este ser” y dejó caer que si algún día les necesitaba, no contara con ellos.
Ojalá nunca nos hagais falta https://t.co/JNNnZdj3B4",paola ?,paotsunami,2021-07-05T23:27:30.000Z,Mon Jul 05 23:27:30 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/perdiguerosipep/status/1366849334604689412 ,0,0,,,,,
"1,41218995392529E+018",RT @feminoacid : https://t.co/UgWNkABL4E,paola ?,paotsunami,2021-07-05T23:21:36.000Z,Mon Jul 05 23:21:36 +0000 2021,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/E5jYYmQWYAcKcGx.jpg,,,
"1,41217422873292E+018",RT @Zzeta_d : Buenas noches @policia ¿me podría informar de la razón de uso de fuerza desmesurada por los agentes con número de identificación: 1U1O24 y 1U1021? https://t.co/4NKLVzYIgC,paola ?,paotsunami,2021-07-05T22:19:07.000Z,Mon Jul 05 22:19:07 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/grodira/status/1412145454352158727 ,0,1,,,,,
"1,41213785883667E+018","RT @juandeque : Cierro el hilo con esta preciosa foto de esta tarde. Hay en marcha una revolución trans y tenemos dos opciones: remar a su favor o ser arrastrados por la ola. Esto es imparable y los derechos trans serán para todos, todas y todes ? https://t.co/F1fziGpML8",paola ?,paotsunami,2021-07-05T19:54:36.000Z,Mon Jul 05 19:54:36 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/E5Z1YToWYAIR-ws.jpg,,,
"1,41213746271397E+018","RT @NacioSantCugat : ? #ÚltimaHora |  Agressió homòfoba a Sant Cugat: deixen un noi de 19 anys inconscient al crit de «maricón»  

Els fets van tenir lloc la matinada del 26 de juny durant el transcurs de la Festa Major; ??  @SergiBaixasColo

https://t.co/kqQFwpBzho",paola ?,paotsunami,2021-07-05T19:53:02.000Z,Mon Jul 05 19:53:02 +0000 2021,0,0,ca,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://www.naciodigital.cat/santcugat/noticia/6184/agressio-homofoba-sant-cugat-deixen-noi-inconscient-al-crit-maricon ,1,1,,,,,
"1,41201647444582E+018","RT @mohagerehou : Cuando decimos que el racismo es estructural es por un sistema que permite, entre otras cosas, que estos mensajes queden impunes.

La justicia avala el cartel electoral de Vox contra los menores extranjeros: “Son un evidente problema social y político” https://t.co/ey5OOUE3R2",paola ?,paotsunami,2021-07-05T11:52:16.000Z,Mon Jul 05 11:52:16 +0000 2021,0,0,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://elpais.com/espana/madrid/2021-07-05/la-justicia-avala-el-cartel-electoral-de-vox-contra-los-menores-extranjeros-son-un-evidente-problema-social-y-politico.html ,0,0,,,,,
"1,41201594963344E+018","“con independencia de si las cifras que se ofrecen son o no veraces, [los menores extranjeros] representan un evidente problema social y político” la audiencia provincial realmente dijo fake news ??",paola ?,paotsunami,2021-07-05T11:50:11.000Z,Mon Jul 05 11:50:11 +0000 2021,8,1,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,,,
"1,41201539108637E+018",buenos días estoy harta y ustedes https://t.co/c2vklK8CAO,paola ?,paotsunami,2021-07-05T11:47:57.000Z,Mon Jul 05 11:47:57 +0000 2021,20,1,es,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/el_pais/status/1412001339413090307 ,0,0,,,,,
"1,41198221466182E+018","RT @albamedrano : amiguitas, información que hemos aprendido de la autodefensa feminista: no compréis navajas, comprad spray pimienta homologado (de armería, yo lo compro online hace años)",paola ?,paotsunami,2021-07-05T09:36:07.000Z,Mon Jul 05 09:36:07 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
