Tweet Id,Text,Name,Screen Name,UTC,Date,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
"1,41561507601543E+018",@adruinandovidas quién? tu? si eres,abeto.jpeg,Sir_Haku_25,2021-07-15T10:11:49.000Z,Thu Jul 15 10:11:49 +0000 2021,2,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,
"1,41400757119158E+018","ESTA PUTA TENDRÁ UN VERANO DE DIEZ???, pues espero que sí",abeto.jpeg,Sir_Haku_25,2021-07-10T23:44:10.000Z,Sat Jul 10 23:44:10 +0000 2021,1,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
"1,41365078962984E+018","RT @Alonsoxyz : Yo: qué ganitas de disfrutar el verano con mis amigos !!! ???

El covid: https://t.co/pBgFHIUM2n",abeto.jpeg,Sir_Haku_25,2021-07-10T00:06:27.000Z,Sat Jul 10 00:06:27 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/E53zs7EWUAkWqG7.jpg,,,
"1,41291047009321E+018","RT @SaraRiveiro : Ahora de repente la gente cisheterosexual no sabe nunca cuando alguien es LGBT, jamás hace asunciones basadas en estereotipos que pueden ser ciertos o no, espera pacientemente a hablar con cada persona individualmente y conocer su orientación sexual.",abeto.jpeg,Sir_Haku_25,2021-07-07T23:04:41.000Z,Wed Jul 07 23:04:41 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
"1,41253273362518E+018","RT @TresPuntos_es : De verdad... Perdí la virginidad con más de 20 y mi primera pareja estable es la actual, y le conocí con más de 30, pero, para contar episodios de homofobia, me iría sobre todo a mi adolescencia. Nunca les molestó ""a quién amase"". No había nadie más: me odiaban a mí, por existir.",abeto.jpeg,Sir_Haku_25,2021-07-06T22:03:41.000Z,Tue Jul 06 22:03:41 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
"1,4124723311471E+018",RT @Nicormg : Tampoco hubo violación en el caso de la Manada hasta que las calles pusieron en evidencia el sesgo de los tribunales y los cuerpos de seguridad. Y volveremos a hacerlo si hace falta. https://t.co/mBKtHzW1Dw,abeto.jpeg,Sir_Haku_25,2021-07-06T18:03:40.000Z,Tue Jul 06 18:03:40 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/elespanolcom/status/1412367806054678532 ,0,0,,,,,
"1,41247216086674E+018",OJALA y lo repito OJALA no me gustasen los hombres https://t.co/f0kSjK3iUv,abeto.jpeg,Sir_Haku_25,2021-07-06T18:03:00.000Z,Tue Jul 06 18:03:00 +0000 2021,7,1,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/adruinandovidas/status/1412463418582446089 ,0,0,,,,,
"1,41243473210575E+018",RT @PennyJayG : No son ideologías son derechos humanos.,abeto.jpeg,Sir_Haku_25,2021-07-06T15:34:16.000Z,Tue Jul 06 15:34:16 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,,,,
"1,41212652438437E+018",he estado llorando de la puta impotencia por lo que ha ocurrido estos últimos días y simplemente pensar que me está dando más miedo ahora ser maricon que incluso antes de haber salido del armario da que pensar,abeto.jpeg,Sir_Haku_25,2021-07-05T19:09:34.000Z,Mon Jul 05 19:09:34 +0000 2021,6,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,,,,
"1,41212378833082E+018",RT @adruinandovidas : en su cabeza era una idea espectacular https://t.co/LZRD0FnhaH,abeto.jpeg,Sir_Haku_25,2021-07-05T18:58:41.000Z,Mon Jul 05 18:58:41 +0000 2021,0,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/vox_es/status/1411971011864563712 ,0,0,,,,,
"1,41030218970531E+018","no combinan nada, pero por separado son preciosos https://t.co/IthZokVVP0 https://t.co/YzpmKZuxJm",abeto.jpeg,Sir_Haku_25,2021-06-30T18:20:18.000Z,Wed Jun 30 18:20:18 +0000 2021,1,0,es,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/witchashtyn/status/1409982370170683401 ,0,0,photo,https://pbs.twimg.com/media/E5JmXCjXMAQlzBW.jpg,https://pbs.twimg.com/media/E5JmXQBXIAU_dYz.jpg,https://pbs.twimg.com/media/E5JmXflX0AIQ4vr.jpg,
